link	lastmodified	current	creator	dcc_id	drcapproved	dccapproved	deleted	created
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2024-06-14/fy2024q3-cfde-c2m2-kids-first.zip	2024-06-14 21:59:29.287	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	False	True	False	2024-06-14 21:59:29.287
https://cfde-drc.s3.amazonaws.com/Metabolomics/C2M2/2024-06-06/MW_submission_packet_20240605.zip	2024-06-06 01:34:33.870	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2024-06-06 01:34:33.870
https://search.api.hubmapconsortium.org/v3/	2024-06-10 18:39:05.532	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-10 18:39:05.532
https://lincsproject.org/LINCS/tools	2024-06-11 21:25:45.701	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-06-11 21:25:45.701
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2024-06-12/glygen_may_autogenerated_C2M2_term_tables.zip	2024-06-12 17:21:13.580	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2024-06-12 17:21:13.580
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2024-06-13/submission.zip	2024-06-13 19:27:22.387	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-13 19:27:22.387
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-02-12/testfile.gmt	2024-02-12 17:40:12.544	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-12 17:40:12.544
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2024-04-03/HuBMAP_C2M2_2024-01-04_datapackage.zip	2024-04-03 15:02:45.132	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	False	False	2024-04-03 15:02:45.132
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2024-04-03/Glycosciences_C2M2_datapackage_2024-03-14.zip	2024-04-03 14:48:24.119	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-03 14:48:24.119
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-10/LINCS_XMT_2022-12-13_LINCS_L1000_Chemical_Pertubation_Consensus_Signatures.gmt	2024-04-10 21:35:21.626	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-04-10 21:35:21.626
https://cfde-drc.s3.amazonaws.com/SPARC/C2M2/2024-04-03/SPARC_C2M2_datapackage_2024-03-17.zip	2024-04-03 14:34:40.919	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	False	2024-04-03 14:34:40.919
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2024-04-03/4DN_C2M2_2023-11-28_datapackage.zip	2024-04-03 14:58:27.460	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2024-04-03 14:58:27.460
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2024-04-03/Glycosciences_C2M2_datapackage_2024-03-14.zip	2024-04-03 14:56:00.367	True		e31052b0-ac50-5ede-9828-698ff3610427	True	False	True	2024-04-03 14:56:00.367
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-10/LINCS_XMT_2022-12-13_LINCS_L1000_Chem_Pert_Consensus_Sigs.gmt	2024-04-10 21:21:25.310	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-10 21:21:25.310
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-10/LINCS_XMT_2022-12-13_LINCS_L1000_Chemical_Pertubation_Consensus_Sigs.gmt	2024-04-10 21:28:07.212	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-10 21:28:07.212
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2022-04-05/4DN_C2M2_2022-04-05_datapackage.zip	2022-04-05 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2022-04-05 00:00:00.000
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2022-05-20/4DN_C2M2_2022-05-20_datapackage.zip	2022-05-20 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2022-05-20 00:00:00.000
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2022-09-09/4DN_C2M2_2022-09-09_datapackage.zip	2022-09-09 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2022-09-09 00:00:00.000
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2022-12-13/4DN_C2M2_2022-12-13_datapckage.zip	2022-12-13 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2022-12-13 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2023-08-17/ERCC_C2M2_2023-08-17_datapackage.zip	2023-08-17 00:00:00.000	True		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2023-08-17 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2021-03-17/GTEx_C2M2_2021-03-17_datapackage.zip	2021-03-17 00:00:00.000	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2021-03-17 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2021-06-08/GTEx_C2M2_2021-06-08_datapackage.zip	2021-06-08 00:00:00.000	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2021-06-08 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2022-01-18/GTEx_C2M2_2022-01-18_datapackage.zip	2022-01-18 00:00:00.000	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2022-01-18 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2022-04-07/GTEx_C2M2_2022-04-07_datapackage.zip	2022-04-07 00:00:00.000	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2022-04-07 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2022-06-17/GTEx_C2M2_2022-06-17_datapackage.zip	2022-06-17 00:00:00.000	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2022-06-17 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GTEx/C2M2/2023-09-01/GTEx_C2M2_2023-09-01_datapackage.zip	2023-09-01 00:00:00.000	True		b3028db2-209c-5862-8f4d-33c5b312332e	True	True	False	2023-09-01 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2022-04-15/GlyGen_C2M2_2022-04-15_datapackage.zip	2022-04-15 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2022-04-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2023-03-06/GlyGen_C2M2_2023-03-06_datapackage.zip	2023-03-06 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2023-03-06 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2024-07-03/glygen_may_autogenerated_C2M2_term_tables_validated.zip	2024-07-03 18:20:39.985	True		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2024-07-03 18:20:39.985
https://cfde-drc.s3.amazonaws.com/Metabolomics/KG Assertions/2024-04-29/MW.zip	2024-04-29 20:07:55.154	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	False	True	2024-04-29 20:07:55.154
https://cfde-drc.s3.amazonaws.com/MoTrPAC/KG Assertions/2024-04-29/MoTrPAC.zip	2024-04-29 20:07:23.576	False		a9aeab22-4fbc-5329-aef6-21110f463c23	True	False	True	2024-04-29 20:07:23.576
https://cfde-drc.s3.amazonaws.com/KidsFirst/KG Assertions/2024-04-29/KF.zip	2024-04-29 20:06:16.862	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	False	True	2024-04-29 20:06:16.862
https://cfde-drc.s3.amazonaws.com/MoTrPAC/C2M2/2024-04-03/MoTrPAC_C2M2_datapackage_2024-03-12.zip	2024-04-03 14:33:29.904	True		a9aeab22-4fbc-5329-aef6-21110f463c23	True	True	False	2024-04-03 14:33:29.904
https://portal.hubmapconsortium.org/ccf-eui	2024-06-10 19:20:44.995	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-10 19:20:44.995
https://humanatlas.io/	2024-06-10 19:15:50.158	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-10 19:15:50.158
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2024-07-03/IDG_C2M2_2024-01-09_datapackage_validated.zip	2024-07-03 18:19:15.671	True		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	False	False	2024-07-03 18:19:15.671
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2023-09-15/GlyGen_C2M2_2023-09-15_datapackage.zip	2023-09-15 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2023-09-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/Metabolomics/C2M2/2024-04-03/MW_C2M2_datapackage_2024-03-10.zip	2024-04-03 14:34:56.883	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	False	False	2024-04-03 14:34:56.883
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2023-09-17/HuBMAP_C2M2_2023-09-17_datapackage.zip	2023-09-17 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2023-09-17 00:00:00.000
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2024-04-03/4DN_C2M2_datapackage_2024-03-10.zip	2024-04-03 14:38:19.410	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2024-04-03 14:38:19.410
https://cfde-drc.s3.amazonaws.com/SPARC/C2M2/2024-06-15/c2m2_2024JUN15_submit.zip	2024-06-15 22:50:35.958	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	False	2024-06-15 22:50:35.958
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2024-04-03/IDG_C2M2_2024-01-09_datapackage.zip	2024-04-03 15:03:48.586	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2024-04-03 15:03:48.586
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2023-06-13/GlyGen_C2M2_2023-06-13_datapackage.zip	2023-06-13 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2023-06-13 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2021-03-24/HMP_C2M2_2021-03-24_datapackage.zip	2021-03-24 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2021-03-24 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2021-06-10/HMP_C2M2_2021-06-10_datapackage.zip	2021-06-10 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2021-06-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2021-08-11/HMP_C2M2_2021-08-11_datapackage.zip	2021-08-11 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2021-08-11 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2021-10-15/HMP_C2M2_2021-10-15_datapackage.zip	2021-10-15 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2021-10-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2022-01-11/HMP_C2M2_2022-01-11_datapackage.zip	2022-01-11 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2022-01-11 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2022-04-26/HMP_C2M2_2022-04-26_datapackage.zip	2022-04-26 00:00:00.000	False		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2022-04-26 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2021-03-19/HuBMAP_C2M2_2021-03-19_datapackage.zip	2021-03-19 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2021-03-19 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2021-06-23/HuBMAP_C2M2_2021-06-23_datapackage.zip	2021-06-23 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2021-06-23 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2021-10-15/HuBMAP_C2M2_2021-10-15_datapackage.zip	2021-10-15 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2021-10-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2022-01-15/HuBMAP_C2M2_2022-01-15_datapackage.zip	2022-01-15 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2022-01-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2022-06-19/HuBMAP_C2M2_2022-06-19_datapackage.zip	2022-06-19 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2022-06-19 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2023-03-31/HuBMAP_C2M2_2023-03-31_datapackage.zip	2023-03-31 00:00:00.000	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2023-03-31 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2021-03-30/IDG_C2M2_2021-03-30_datapackage.zip	2021-03-30 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2021-03-30 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2021-09-29/IDG_C2M2_2021-09-29_datapackage.zip	2021-09-29 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2021-09-29 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2022-01-19/IDG_C2M2_2022-01-19_datapackage.zip	2022-01-19 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2022-01-19 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2022-04-13/IDG_C2M2_2022-04-13_datapackage.zip	2022-04-13 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2022-04-13 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2022-06-15/IDG_C2M2_2022-06-15_datapackage.zip	2022-06-15 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2022-06-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2021-03-26/KidsFirst_C2M2_2021-03-26_datapackage.zip	2021-03-26 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2021-03-26 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2021-06-18/KidsFirst_C2M2_2021-06-18_datapackage.zip	2021-06-18 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2021-06-18 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2022-01-10/KidsFirst_C2M2_2022-01-10_datapackage.zip	2022-01-10 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2022-01-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2022-04-15/KidsFirst_C2M2_2022-04-15_datapackage.zip	2022-04-15 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2022-04-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2022-07-08/KidsFirst_C2M2_2022-07-08_datapackage.zip	2022-07-08 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2022-07-08 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2022-09-02/KidsFirst_C2M2_2022-09-02_datapackage.zip	2022-09-02 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2022-09-02 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2022-12-29/KidsFirst_C2M2_2022-12-29_datapackage.zip	2022-12-29 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2022-12-29 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/C2M2/2023-06-09/IDG_C2M2_2023-06-09_datapackage.zip	2023-06-09 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2023-06-09 00:00:00.000
https://cfde-drc.s3.amazonaws.com/Kids First/C2M2/2024-04-03/KidsFirst_C2M2_2023-11-29_datapackage.zip	2024-04-03 15:06:22.483	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	False	True	2024-04-03 15:06:22.483
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2024-04-03/GlyGen_C2M2_datapackage_2024-03-14.zip	2024-04-03 15:11:37.063	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2024-04-03 15:11:37.063
https://cfde-drc.s3.amazonaws.com/LINCS/KG Assertions/2024-04-29/LINCS.zip	2024-04-29 20:06:50.101	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-04-29 20:06:50.101
https://cfde-drc.s3.amazonaws.com/MoTrPAC/C2M2/2023-03-10/MoTrPAC_C2M2_2023-03-10_datapackage.zip	2023-03-10 00:00:00.000	False		a9aeab22-4fbc-5329-aef6-21110f463c23	True	True	False	2023-03-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MoTrPAC/C2M2/2024-04-03/MoTrPAC_C2M2_2023-11-15_datapackage.zip	2024-04-03 15:06:46.991	False		a9aeab22-4fbc-5329-aef6-21110f463c23	True	False	False	2024-04-03 15:06:46.991
https://cfde-drc.s3.amazonaws.com/Metabolomics/C2M2/2024-04-03/MW_C2M2_2023-12-08_datapackage.zip	2024-04-03 15:07:11.315	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	False	False	2024-04-03 15:07:11.315
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2023-04-03/KidsFirst_C2M2_2023-04-03_datapackage.zip	2023-04-03 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2023-04-03 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2023-06-09/KidsFirst_C2M2_2023-06-09_datapackage.zip	2023-06-09 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2023-06-09 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2021-03-24/LINCS_C2M2_2021-03-24_datapackage.zip	2021-03-24 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-03-24 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2021-06-02/LINCS_C2M2_2021-06-02_datapackage.zip	2021-06-02 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-06-02 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2021-09-29/LINCS_C2M2_2021-09-29_datapackage.zip	2021-09-29 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-09-29 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2022-01-11/LINCS_C2M2_2022-01-11_datapackage.zip	2022-01-11 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-01-11 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2022-04-14/LINCS_C2M2_2022-04-14_datapackage.zip	2022-04-14 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-04-14 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2022-06-20/LINCS_C2M2_2022-06-20_datapackage.zip	2022-06-20 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-06-20 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2022-09-14/LINCS_C2M2_2022-09-14_datapackage.zip	2022-09-14 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-09-14 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2022-12-02/LINCS_C2M2_2022-12-02_datapackage.zip	2022-12-02 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-12-02 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2023-03-21/LINCS_C2M2_2023-03-21_datapackage.zip	2023-03-21 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2023-03-21 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2023-06-15/LINCS_C2M2_2023-06-15_datapackage.zip	2023-06-15 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2023-06-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2023-09-18/LINCS_C2M2_2023-09-18_datapackage.zip	2023-09-18 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2023-09-18 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2021-03-24/MW_C2M2_2021-03-24_datapackage.zip	2021-03-24 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2021-03-24 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2021-06-10/MW_C2M2_2021-06-10_datapackage.zip	2021-06-10 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2021-06-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2021-08-18/MW_C2M2_2021-08-18_datapackage.zip	2021-08-18 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2021-08-18 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2021-10-15/MW_C2M2_2021-10-15_datapackage.zip	2021-10-15 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2021-10-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2022-01-12/MW_C2M2_2022-01-12_datapackage.zip	2022-01-12 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2022-01-12 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2022-04-15/MW_C2M2_2022-04-15_datapackage.zip	2022-04-15 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2022-04-15 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/C2M2/2023-09-14/KidsFirst_C2M2_2023-09-14_datapackage.zip	2023-09-14 00:00:00.000	False		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	True	False	2023-09-14 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2022-06-06/LINCS_XMT_2022-06-06_LINCS_L1000_Ligand_Perturbations_up.gmt	2022-06-06 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-06-06 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2022-06-06/LINCS_XMT_2022-06-06_LINCS_L1000_Chem_Pert_up.gmt	2022-06-06 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-06-06 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2022-06-06/LINCS_XMT_2022-06-06_LINCS_L1000_Ligand_Perturbations_down.gmt	2022-06-06 00:00:00.000	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-06-06 00:00:00.000
https://cfde-drc.s3.amazonaws.com/Kids First/C2M2/2024-04-03/KidsFirst_C2M2_datapackage_2024-03-10.zip	2024-04-03 14:37:33.422	True		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	False	True	2024-04-03 14:37:33.422
https://cfde-drc.s3.amazonaws.com/IDG/XMT/2022-12-13/IDG_XMT_2022-12-13_IDG_Drug_Targets_2022.gmt	2022-12-13 00:00:00.000	True		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2022-12-13 00:00:00.000
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2024-07-03/submission_validated.zip	2024-07-03 18:51:12.437	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	False	False	2024-07-03 18:51:12.437
https://cfde-drc.s3.amazonaws.com/SPARC/C2M2/2022-06-24/SPARC_C2M2_2022-06-24_datapackage.zip	2022-06-24 00:00:00.000	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	True	2022-06-24 00:00:00.000
https://cfde-drc.s3.amazonaws.com/SPARC/C2M2/2023-01-10/SPARC_C2M2_2023-01-10_datapackage.zip	2023-01-10 00:00:00.000	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	True	2023-01-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2024-04-03/GlyGen_C2M2_2023-12-14_datapackage.zip	2024-04-03 15:08:11.204	False		e31052b0-ac50-5ede-9828-698ff3610427	True	False	False	2024-04-03 15:08:11.204
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2022-06-10/MW_C2M2_2022-06-10_datapackage.zip	2022-06-10 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2022-06-10 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2022-09-09/MW_C2M2_2022-09-09_datapackage.zip	2022-09-09 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2022-09-09 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2022-12-21/MW_C2M2_2022-12-21_datapackage.zip	2022-12-21 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2022-12-21 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/C2M2/2023-03-09/MW_C2M2_2023-03-09_datapackage.zip	2023-03-09 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	True	False	2023-03-09 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/KG/2023-10-26/IDG_KG_2023-10-26_IDG.edges.csv	2023-10-26 00:00:00.000	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	False	False	2023-10-26 00:00:00.000
https://ga4gh-rnaseq.github.io/schema/docs/index.html	2023-04-20 00:00:00.000	True		b3028db2-209c-5862-8f4d-33c5b312332e	True	False	False	2023-04-20 00:00:00.000
https://gtexportal.org/api/v2/redoc#tag/GTEx-Portal-API-Info	2023-10-01 00:00:00.000	True		b3028db2-209c-5862-8f4d-33c5b312332e	True	False	False	2023-10-01 00:00:00.000
https://cfde-drc.s3.amazonaws.com/MW/KG/2023-10-26/MW_KG_2023-10-26_MW.edges.csv	2023-10-26 00:00:00.000	False		089d8d63-3364-526f-9706-80d62d0ec88c	True	False	False	2023-10-26 00:00:00.000
